customer_id,first_name,last_name,email,phone,age,city,country,job_title,salary,registration_date,last_login,orders_count,total_spent,customer_segment,is_active,department,full_name,spending_per_order,age_category,high_spender,high_earner,days_since_registration,email_domain,customer_score
214,Danny,Cole,christopher68@example.net,(468)460-2592,27,Port Jennifer,Italy,Insurance account manager,50632,2024-04-22,2025-09-02 04:14:54.054760,48,3089.19,Bronze,False,HR,Danny Cole,63.04,Young (18-29),True,False,535,example.net,3602.433
215,Sean,Sims,roachsusan@example.org,+1-940-977-7809x733,60,Ramostown,Ecuador,Sports development officer,85576,2024-03-30,2025-08-28 23:27:07.023024,31,3035.38,Platinum,False,Marketing,Sean Sims,94.86,Senior (50+),True,False,558,example.org,3054.766
217,Tammy,Curry,sarah14@example.com,(861)568-1472x145,61,New Brian,Montserrat,Seismic interpreter,107743,2025-08-30,2025-08-24 15:04:18.452479,31,2634.67,Gold,True,Marketing,Tammy Curry,82.33,Senior (50+),True,True,40,example.com,2774.2690000000002
223,Pamela,Garcia,andrew43@example.com,434.448.5714,25,Dannyside,Malaysia,"Civil engineer, consulting",83088,2024-02-07,2025-08-20 15:03:48.613499,1,4831.0,Silver,False,Operations,Pamela Garcia,2415.5,Young (18-29),True,False,610,example.com,3411.7
227,Amanda,Morales,pallen@example.net,(776)515-3966,40,Lake Elizabeth,Saint Vincent and the Grenadines,"Teacher, secondary school",125339,2025-05-12,2025-08-13 13:08:48.854366,41,4075.19,Silver,True,Marketing,Amanda Morales,97.03,Middle-aged (30-49),True,True,150,example.net,4082.633
228,Caitlin,Nguyen,shortgregory@example.com,591-496-5701,34,Port Dwayneberg,Korea,Ship broker,55856,2024-04-09,2025-08-28 14:02:47.054994,11,3011.99,Bronze,True,Operations,Caitlin Nguyen,251.0,Middle-aged (30-49),True,False,548,example.com,2438.3929999999996
229,Sergio,Harris,kevin46@example.net,(219)209-8624x058,49,Danielport,Tonga,Airline pilot,90811,2024-02-27,2025-08-31 04:26:03.118844,48,2818.68,Platinum,False,Operations,Sergio Harris,57.52,Middle-aged (30-49),True,True,590,example.net,3413.076
232,Sara,Johnston,goodashley@example.net,(319)571-2847x818,20,Mccoyland,Poland,"Solicitor, Scotland",37456,2025-04-14,2025-08-19 11:50:03.277987,23,4158.48,Bronze,True,Finance,Sara Johnston,173.27,Young (18-29),True,False,178,example.net,3600.9359999999997
234,Jo,Johnson,gmiller@example.org,442-994-4401x929,59,Lindseyview,Slovenia,Fashion designer,54672,2024-08-28,2025-09-03 02:22:56.240619,20,3025.03,Silver,True,HR,Jo Johnson,144.05,Senior (50+),True,False,407,example.org,2717.521
235,Michelle,Cooper,coffeycaitlin@example.org,466.937.2395x0410,24,Alvarezfort,San Marino,Site engineer,136295,2024-02-26,2025-08-30 14:57:41.812632,21,4911.93,Bronze,True,IT,Michelle Cooper,223.27,Young (18-29),True,True,591,example.org,4068.351
236,Peter,Baker,zsmith@example.com,(358)601-8569x4544,33,Murraybury,Saint Martin,Theatre stage manager,122749,2025-03-25,2025-08-25 17:12:00.418822,28,4954.93,Silver,False,Sales,Peter Baker,170.86,Middle-aged (30-49),True,True,198,example.com,4308.451
239,James,Long,irodriguez@example.com,691.974.1011,64,South Eduardotown,Venezuela,Applications developer,141616,2025-01-06,2025-08-18 02:40:07.359051,42,4822.05,Silver,False,IT,James Long,112.14,Senior (50+),True,True,276,example.com,4635.4349999999995
240,Isabel,Conway,robertsonshelby@example.com,766.618.3067x1985,55,Brownland,Haiti,Social researcher,116980,2025-05-24,2025-08-20 07:40:46.752246,9,4583.73,Gold,False,Marketing,Isabel Conway,458.37,Senior (50+),True,True,138,example.com,3478.6109999999994
242,Lisa,Levy,johnsonbrian@example.net,5613387829,60,Lake Donaldtown,Latvia,Water engineer,122121,2023-10-12,2025-08-31 03:46:05.334551,47,4985.82,Bronze,False,Finance,Lisa Levy,103.87,Senior (50+),True,True,728,example.net,4900.074
245,Adam,White,mannbrittney@example.com,(472)932-4876x32909,67,Lake Margaretport,Guernsey,Personal assistant,100748,2023-09-12,2025-08-17 04:29:40.306997,47,4418.41,Bronze,False,Finance,Adam White,92.05,Senior (50+),True,True,758,example.com,4502.887
248,Jeffrey,Ruiz,bbrown@example.org,797.626.5273,36,West David,Puerto Rico,"Teacher, adult education",128617,2023-10-22,2025-08-14 05:06:55.886311,47,3919.0,Silver,True,Sales,Jeffrey Ruiz,81.65,Middle-aged (30-49),True,True,718,example.org,4153.299999999999
251,Jeffery,Howard,deborahdavis@example.com,+1-242-379-9077x26257,51,Barrymouth,Marshall Islands,Amenity horticulturist,84874,2024-04-12,2025-09-01 16:54:49.724414,10,4084.46,Silver,False,IT,Jeffery Howard,371.31,Senior (50+),True,False,545,example.com,3159.122
252,Helen,Salazar,kristinmiller@example.com,001-408-350-1657x9055,59,East Tina,Dominican Republic,"Solicitor, Scotland",92991,2023-12-01,2025-08-24 11:20:59.061323,23,2772.7,Bronze,True,Sales,Helen Salazar,115.53,Senior (50+),True,True,678,example.com,2630.8899999999994
254,Christopher,Myers,keithfrye@example.org,(641)827-2380,78,South Michael,Kenya,Advertising art director,149341,2024-04-09,2025-08-12 00:09:29.126272,14,4083.52,Gold,True,HR,Christopher Myers,272.23,Senior (50+),True,True,548,example.org,3278.464
256,Stephanie,Montgomery,jennifermitchell@example.org,001-422-531-0592x745,32,Lake Loganstad,Cameroon,Microbiologist,33694,2024-08-01,2025-09-08 09:10:11.039683,20,4654.13,Gold,True,Marketing,Stephanie Montgomery,221.63,Middle-aged (30-49),True,False,434,example.org,3857.891
257,Amanda,Martinez,sullivanvictor@example.org,952.708.8547x492,20,Lake Timothyton,Burundi,Structural engineer,67601,2023-12-03,2025-08-10 20:41:14.181783,30,3480.36,Silver,False,HR,Amanda Martinez,112.27,Young (18-29),True,False,676,example.org,3336.252
259,Elizabeth,Sanders,xwood@example.org,855-847-8137x6742,78,Port Brenda,Benin,Cytogeneticist,125320,2024-02-07,2025-08-24 08:33:21.232976,38,2638.86,Bronze,False,Marketing,Elizabeth Sanders,67.66,Senior (50+),True,True,610,example.org,2987.202
261,Mary,Torres,ywalker@example.org,(544)271-4627,71,Port Joshualand,Netherlands Antilles,Medical illustrator,148639,2024-11-06,2025-08-27 02:02:53.336348,31,2983.7,Bronze,True,Operations,Mary Torres,93.24,Senior (50+),True,True,337,example.org,3018.5899999999997
263,Chase,Lee,kathygeorge@example.org,+1-755-444-5189,44,East Aprilstad,Slovakia (Slovak Republic),Radio producer,54551,2024-07-06,2025-09-06 17:53:15.922563,42,3341.07,Gold,True,Finance,Chase Lee,77.7,Middle-aged (30-49),True,False,460,example.org,3598.749
264,Frank,Robinson,mariepope@example.net,+1-788-681-6711x207,52,Donmouth,Tuvalu,"Therapist, speech and language",96496,2024-09-25,2025-09-08 05:18:52.890301,50,4941.66,Bronze,False,HR,Frank Robinson,96.9,Senior (50+),True,True,379,example.net,4959.162
265,Gerald,Torres,walkermelissa@example.org,001-834-223-2161x107,20,North Antonio,Palestinian Territory,Scientific laboratory technician,113318,2024-11-15,2025-08-24 04:34:25.429127,24,4905.2,Gold,True,Sales,Gerald Torres,196.21,Young (18-29),True,True,328,example.org,4153.639999999999
268,Kathleen,Edwards,irodriguez@example.com,001-954-580-1571x64794,48,Robertschester,Comoros,Building control surveyor,112802,2025-06-24,2025-09-03 04:35:19.148861,11,4057.49,Bronze,False,IT,Kathleen Edwards,338.12,Middle-aged (30-49),True,True,107,example.com,3170.2429999999995
269,Sheila,Richardson,lutztravis@example.org,(578)711-2669x1215,36,New Megan,Iraq,Community education officer,56422,2024-02-26,2025-08-22 20:37:17.304343,2,3955.55,Bronze,False,Sales,Sheila Richardson,1318.52,Middle-aged (30-49),True,False,591,example.org,2828.8849999999998
272,Donna,Chan,travistaylor@example.net,(271)897-8897x7828,69,Troyfurt,Nicaragua,Manufacturing engineer,78237,2025-03-22,2025-08-18 15:37:46.102594,27,4447.43,Platinum,False,Sales,Donna Chan,158.84,Senior (50+),True,False,201,example.net,3923.201
273,Bryan,Garza,marybailey@example.net,001-705-261-6556,80,East Jimmy,Georgia,"Therapist, drama",54486,2023-11-10,2025-08-30 18:11:17.351027,31,3460.34,Gold,False,IT,Bryan Garza,108.14,Senior (50+),True,False,699,example.net,3352.238
275,Matthew,Mendez,tara37@example.net,583-344-0496,24,New Matthewland,Montenegro,Set designer,40494,2024-08-21,2025-08-16 09:50:47.899234,20,3304.6,Gold,False,Finance,Matthew Mendez,157.36,Young (18-29),True,False,414,example.net,2913.22
276,Laura,Pearson,william46@example.net,+1-453-266-4987,63,New Victor,Panama,"Psychologist, sport and exercise",85851,2024-03-22,2025-08-29 06:08:29.122459,10,3448.82,Gold,False,IT,Laura Pearson,313.53,Senior (50+),True,False,566,example.net,2714.174
277,Lisa,Farrell,umichael@example.net,8838572324,64,Michelleland,North Macedonia,"Engineer, electronics",144037,2025-05-19,2025-08-18 03:01:38.894295,22,3074.26,Platinum,False,Operations,Lisa Farrell,133.66,Senior (50+),True,True,143,example.net,2811.982
281,Andrew,Rasmussen,skinnereileen@example.org,001-234-886-4518x376,41,Kevinbury,French Southern Territories,"Engineer, materials",77467,2025-05-29,2025-08-14 22:11:52.982894,24,4747.34,Bronze,True,Operations,Andrew Rasmussen,189.89,Middle-aged (30-49),True,False,133,example.org,4043.138
283,Richard,Fuller,barbara12@example.org,329.865.7724x29543,41,Hunterfurt,Western Sahara,"Teacher, English as a foreign language",82171,2024-02-20,2025-09-07 13:28:23.090877,20,3247.8,Silver,True,IT,Richard Fuller,154.66,Middle-aged (30-49),True,False,597,example.org,2873.46
284,Sandra,Holland,rebeccamccann@example.org,320-269-6942x152,65,Ayalamouth,Sweden,"Research officer, trade union",54385,2023-12-04,2025-08-31 12:36:01.141412,31,2588.73,Bronze,False,Sales,Sandra Holland,80.9,Senior (50+),True,False,675,example.org,2742.111
285,James,Atkins,keith76@example.org,(939)534-3626x20443,63,Brandimouth,Belize,Administrator,88493,2024-08-16,2025-09-05 06:16:25.487747,13,4981.83,Gold,False,Marketing,James Atkins,355.84,Senior (50+),True,True,419,example.org,3877.281
287,Patricia,Williams,jorgegordon@example.com,921.658.6241x502,79,Saraport,United Kingdom,General practice doctor,140824,2024-11-30,2025-09-01 23:09:37.677889,20,3339.2,Bronze,False,Sales,Patricia Williams,159.01,Senior (50+),True,True,313,example.com,2937.4399999999996
288,Joseph,Edwards,leslievang@example.org,+1-970-632-0320,72,Lake Tanner,Brazil,"Research officer, trade union",50644,2023-10-08,2025-08-20 19:31:44.141309,45,3547.82,Silver,False,Finance,Joseph Edwards,77.13,Senior (50+),True,False,732,example.org,3833.474
289,Jenna,Washington,urodriguez@example.org,551-234-2284,32,South Samantha,Egypt,Research scientist (physical sciences),45907,2025-01-15,2025-09-05 17:44:21.073264,12,3960.33,Silver,False,IT,Jenna Washington,304.64,Middle-aged (30-49),True,False,267,example.org,3132.2309999999998
291,Chad,Crane,qdavis@example.org,461.303.2664,37,Travischester,Saint Pierre and Miquelon,Insurance claims handler,82187,2025-06-30,2025-08-28 05:21:51.269009,45,3594.35,Platinum,False,Finance,Chad Crane,78.14,Middle-aged (30-49),True,False,101,example.org,3866.0449999999996
292,Michael,Davis,william77@example.com,249.796.1659x2661,22,Rhodesberg,Venezuela,Research scientist (life sciences),46426,2024-09-28,2025-08-29 12:50:12.214259,20,3211.69,Platinum,False,Operations,Michael Davis,152.94,Young (18-29),True,False,376,example.com,2848.183
293,Christopher,Mcdonald,solomontim@example.org,(343)286-4908,51,New Rogerville,Kyrgyz Republic,"Teacher, adult education",75156,2025-04-25,2025-08-20 18:45:50.191560,8,4389.8,Silver,True,HR,Christopher Mcdonald,487.76,Senior (50+),True,False,167,example.org,3312.86
294,Brenda,Mack,wilsondorothy@example.org,(960)616-4597,50,Tammyburgh,Croatia,Electrical engineer,149368,2023-11-05,2025-09-08 14:00:30.598866,3,4156.95,Silver,False,Marketing,Brenda Mack,1039.24,Senior (50+),True,True,704,example.org,2999.865
297,Brent,Smith,fpetty@example.net,001-998-540-7678,59,New Andrewshire,Germany,Surgeon,52103,2023-10-25,2025-09-05 21:42:21.692383,37,4708.03,Silver,True,Operations,Brent Smith,123.9,Senior (50+),True,False,715,example.net,4405.620999999999
299,Jessica,Flynn,christycampbell@example.net,872-923-2971,20,Jimmyside,Australia,Adult nurse,114076,2024-05-28,2025-08-17 22:36:58.358263,49,2883.86,Silver,False,Finance,Jessica Flynn,57.68,Young (18-29),True,True,499,example.net,3488.702
300,Erica,Thompson,romanmatthew@example.org,+1-431-383-7455x084,58,South Laurenville,Botswana,Tree surgeon,33969,2024-11-27,2025-09-04 20:52:24.167365,31,4444.98,Gold,False,HR,Erica Thompson,138.91,Senior (50+),True,False,316,example.org,4041.4859999999994
303,Leroy,Holden,ryanlong@example.org,+1-429-808-4668x45504,56,Schneiderside,Nigeria,Water engineer,48830,2024-12-28,2025-08-31 01:00:48.742767,20,4307.43,Gold,False,HR,Leroy Holden,205.12,Senior (50+),True,False,285,example.org,3615.201
307,Pamela,Alvarez,rmiller@example.net,(498)486-4976x7762,64,Dawsonberg,Romania,Scientific laboratory technician,70988,2025-06-01,2025-08-13 15:50:10.744683,12,3815.61,Platinum,False,HR,Pamela Alvarez,293.51,Senior (50+),True,False,130,example.net,3030.927
310,Shannon,Cole,christopher99@example.com,(336)358-0741x2094,74,New Amber,Saudi Arabia,Astronomer,140473,2025-08-08,2025-08-25 18:29:49.822139,41,3362.6,Gold,True,IT,Shannon Cole,80.06,Senior (50+),True,True,62,example.com,3583.8199999999997
311,Karen,Shaw,martinezsharon@example.org,7438397189,45,South Michelletown,Guam,Press sub,47555,2024-01-18,2025-08-10 20:09:19.589064,16,3637.54,Platinum,False,IT,Karen Shaw,213.97,Middle-aged (30-49),True,False,630,example.org,3026.278
312,Allison,Reyes,wilsoncory@example.org,222-241-2462x0952,43,Petermouth,Cambodia,Passenger transport manager,36705,2025-06-22,2025-08-17 20:32:49.679650,36,2809.08,Gold,False,IT,Allison Reyes,75.92,Middle-aged (30-49),True,False,109,example.org,3046.3559999999998
313,Shelly,Lam,harriskaren@example.net,978.886.1405,42,South Anthonybury,United States Minor Outlying Islands,Advertising account executive,96093,2024-03-23,2025-09-08 00:32:10.390858,28,3822.02,Gold,True,Marketing,Shelly Lam,131.79,Middle-aged (30-49),True,True,565,example.net,3515.4139999999998
316,Laurie,Henson,cynthia74@example.org,+1-455-837-9502x09700,26,Farmerside,Belgium,Careers adviser,123531,2024-10-06,2025-09-05 21:29:11.124481,21,4019.83,Platinum,True,Finance,Laurie Henson,182.72,Young (18-29),True,True,368,example.org,3443.881
318,Tina,Coffey,campbellrebecca@example.net,+1-530-436-1498x728,57,New Davidland,Brunei Darussalam,Futures trader,126904,2025-07-22,2025-09-04 18:46:45.461712,19,2968.62,Platinum,False,HR,Tina Coffey,148.43,Senior (50+),True,True,79,example.net,2648.0339999999997
320,Amanda,Stewart,flee@example.net,3363133254,37,South Ryantown,Nauru,"Lecturer, higher education",134432,2025-05-15,2025-08-17 12:47:06.043308,46,4360.5,Bronze,False,Sales,Amanda Stewart,92.78,Middle-aged (30-49),True,True,147,example.net,4432.35
321,Thomas,Benjamin,underwoodapril@example.org,299-271-7911,79,Edwardsland,Slovenia,Conference centre manager,115929,2023-10-24,2025-09-03 04:33:11.361335,50,4860.28,Silver,True,Finance,Thomas Benjamin,95.3,Senior (50+),True,True,716,example.org,4902.196
322,Brian,Bishop,rjones@example.org,+1-204-966-1963,48,Marshallchester,Turkmenistan,Web designer,52349,2024-12-04,2025-08-20 07:21:29.902911,33,3145.13,Platinum,True,Operations,Brian Bishop,92.5,Middle-aged (30-49),True,False,309,example.org,3191.591
323,Sharon,Logan,lholmes@example.org,610-791-9392,33,Olsonmouth,Colombia,Financial manager,34138,2023-12-18,2025-08-11 10:33:55.482959,36,4741.03,Bronze,True,IT,Sharon Logan,128.14,Middle-aged (30-49),True,False,661,example.org,4398.721
325,Elizabeth,Neal,vgreene@example.net,001-259-946-5217,67,North Danielle,Puerto Rico,Event organiser,110147,2024-08-15,2025-08-16 12:17:39.011692,30,4364.09,Bronze,True,Finance,Elizabeth Neal,140.78,Senior (50+),True,True,420,example.net,3954.863
326,Timothy,Tate,lindsay63@example.com,(405)601-5081,31,Leeshire,United States Minor Outlying Islands,Media buyer,103516,2023-10-11,2025-08-11 00:12:29.005924,20,4990.61,Platinum,False,Sales,Timothy Tate,237.65,Middle-aged (30-49),True,True,729,example.com,4093.4269999999997
327,James,Thompson,jennifer58@example.org,(330)724-1026,79,West Stephen,Heard Island and McDonald Islands,Microbiologist,52699,2025-01-04,2025-09-07 08:28:15.270705,29,4560.62,Gold,False,Operations,James Thompson,152.02,Senior (50+),True,False,278,example.org,4062.4339999999997
328,Tiffany,Cuevas,ejohns@example.org,(823)538-6559,67,Port Christinaborough,Timor-Leste,Social worker,143725,2024-04-11,2025-08-14 13:48:09.454116,46,3403.73,Gold,False,Marketing,Tiffany Cuevas,72.42,Senior (50+),True,True,546,example.org,3762.611
329,John,Soto,monique89@example.com,717.991.2868,79,Whitestad,Malta,Radiation protection practitioner,62311,2025-02-13,2025-08-24 23:05:04.929683,17,2790.43,Silver,False,Sales,John Soto,155.02,Senior (50+),True,False,238,example.com,2463.3009999999995
330,Joseph,Morales,clarkpatricia@example.com,663.346.6925,63,Port Christopher,Kenya,"Scientist, physiological",57168,2024-05-23,2025-08-27 15:17:14.086501,44,3524.94,Gold,False,Sales,Joseph Morales,78.33,Senior (50+),True,False,504,example.com,3787.458
332,James,Gonzalez,john43@example.net,+1-928-440-4456x690,70,Perezborough,Lebanon,Facilities manager,75237,2024-09-20,2025-09-02 16:44:10.288243,49,4023.08,Gold,True,Sales,James Gonzalez,80.46,Senior (50+),True,False,384,example.net,4286.156
334,Gina,Powell,mark09@example.org,(525)899-9966,48,New Paulfort,Botswana,Land/geomatics surveyor,58047,2024-10-29,2025-08-23 15:56:23.566374,12,4139.76,Gold,False,Marketing,Gina Powell,318.44,Middle-aged (30-49),True,False,345,example.org,3257.832
335,Patricia,Davis,leonardgregory@example.net,+1-370-923-1643x348,24,West Aprilburgh,Greece,Paediatric nurse,110698,2024-06-20,2025-09-08 19:20:34.560009,47,2934.15,Silver,True,Operations,Patricia Davis,61.13,Young (18-29),True,True,476,example.net,3463.9049999999997
336,David,Barnes,pricerebecca@example.org,(534)967-2994,75,Jamesberg,Kiribati,Bonds trader,99604,2025-05-03,2025-08-28 06:19:31.569879,14,3189.72,Bronze,True,HR,David Barnes,212.65,Senior (50+),True,True,159,example.org,2652.8039999999996
338,Bradley,Mcclure,joshuafuller@example.com,+1-413-676-8151x18567,80,New Bradley,Anguilla,"Buyer, industrial",50701,2024-12-19,2025-08-30 09:16:56.396319,26,3264.46,Platinum,False,Operations,Bradley Mcclure,120.91,Senior (50+),True,False,294,example.com,3065.122
340,Craig,Phillips,qjackson@example.org,+1-842-675-2308x37081,54,Williamstown,Australia,Multimedia programmer,60437,2025-03-22,2025-09-06 23:35:06.871567,34,3693.43,Bronze,True,HR,Craig Phillips,105.53,Senior (50+),True,False,201,example.org,3605.401
341,Nicholas,Allen,smithanthony@example.org,531-531-2206x81558,74,Mcmillanville,Djibouti,"Engineer, production",139786,2023-11-25,2025-08-19 19:39:33.410005,11,4669.61,Bronze,False,HR,Nicholas Allen,389.13,Senior (50+),True,True,684,example.org,3598.7269999999994
342,Alexis,Valdez,pricestephen@example.org,+1-449-650-1364x97189,29,New Markfurt,Philippines,Contracting civil engineer,128173,2024-05-08,2025-08-29 04:17:20.146760,18,4383.72,Bronze,False,Finance,Alexis Valdez,230.72,Young (18-29),True,True,519,example.org,3608.604
344,Nicholas,Phillips,nicholasmay@example.org,001-797-752-4508x6403,47,East Amber,United States of America,Fish farm manager,65761,2025-04-16,2025-08-31 00:09:16.701588,12,4044.07,Gold,True,Operations,Nicholas Phillips,311.08,Middle-aged (30-49),True,False,176,example.org,3190.849
345,Jeffrey,Salas,isaiah01@example.com,530-523-2129,47,South Jessicaport,Chad,"Engineer, civil (consulting)",114972,2024-03-06,2025-08-15 09:52:04.828694,16,3592.99,Bronze,False,Sales,Jeffrey Salas,211.35,Middle-aged (30-49),True,True,582,example.com,2995.093
347,Jessica,Scott,storres@example.com,+1-597-215-2732,38,Port Vincentstad,Liechtenstein,Ophthalmologist,41368,2025-07-16,2025-09-07 07:50:22.681804,25,3346.28,Silver,True,HR,Jessica Scott,128.7,Middle-aged (30-49),True,False,85,example.com,3092.396
349,Heidi,Brewer,catherine24@example.org,+1-892-401-1669x183,79,Kingport,Macao,Site engineer,73204,2025-01-02,2025-08-21 14:26:32.078039,19,2912.3,Bronze,False,Operations,Heidi Brewer,145.62,Senior (50+),True,False,280,example.org,2608.6099999999997
352,Timothy,Chambers,smithjoseph@example.org,+1-890-713-8069x84775,76,Evelynmouth,Germany,Film/video editor,68671,2025-07-27,2025-08-30 01:41:26.915563,23,3073.13,Silver,True,HR,Timothy Chambers,128.05,Senior (50+),True,False,74,example.org,2841.191
353,Nicholas,Brown,morgan10@example.com,001-962-809-1843x579,27,North Valerie,Western Sahara,IT technical support officer,89634,2023-09-21,2025-08-20 22:10:56.946651,47,4944.19,Gold,False,Operations,Nicholas Brown,103.0,Young (18-29),True,True,749,example.com,4870.932999999999
354,Brandon,Aguirre,erica39@example.com,(291)456-7164x9328,53,Roblesport,Syrian Arab Republic,Sports therapist,149642,2025-08-30,2025-08-24 02:55:57.493503,30,3786.75,Silver,True,Operations,Brandon Aguirre,122.15,Senior (50+),True,True,40,example.com,3550.725
358,Melinda,Carey,georgekyle@example.net,749-473-7460,75,Port Jessica,Sudan,Equality and diversity officer,96895,2025-02-01,2025-08-11 16:40:55.860565,28,4043.46,Platinum,True,Finance,Melinda Carey,139.43,Senior (50+),True,True,250,example.net,3670.422
360,Karen,Carpenter,hornjenna@example.com,+1-329-427-7423x3305,19,Clementschester,Philippines,Dispensing optician,81897,2025-07-16,2025-08-12 23:59:19.721093,16,4082.27,Silver,True,IT,Karen Carpenter,240.13,Young (18-29),True,False,85,example.com,3337.589
363,Mark,Reeves,richardhaynes@example.com,+1-588-371-8981,75,Port Carol,Cocos (Keeling) Islands,"Accountant, chartered public finance",80132,2024-10-18,2025-09-03 03:12:13.622998,28,4348.1,Platinum,False,IT,Mark Reeves,149.93,Senior (50+),True,False,356,example.com,3883.67
366,Rebecca,Ross,duffyerica@example.net,(483)814-3598,80,West Victoria,Jordan,Museum education officer,69107,2023-09-27,2025-08-28 05:25:53.983274,29,3367.5,Platinum,False,Marketing,Rebecca Ross,112.25,Senior (50+),True,False,743,example.net,3227.25
368,Allison,Graves,andrea91@example.org,(956)425-8896,69,Alberthaven,Rwanda,"Designer, furniture",116533,2025-01-01,2025-08-14 09:33:25.009341,26,3074.62,Bronze,True,Marketing,Allison Graves,113.87,Senior (50+),True,True,281,example.org,2932.234
371,John,Stevenson,lawsontami@example.net,001-783-321-5285x06762,50,Robinbury,Switzerland,"Solicitor, Scotland",67914,2025-05-22,2025-09-04 20:27:17.571707,14,4078.93,Gold,False,Marketing,John Stevenson,271.93,Senior (50+),True,False,140,example.net,3275.2509999999997
372,Kelly,Webb,jason96@example.org,780-379-7050x9754,37,West Pamelaburgh,Iran,Marine scientist,144852,2023-09-15,2025-08-23 01:00:47.492903,9,4928.48,Silver,False,Sales,Kelly Webb,492.85,Middle-aged (30-49),True,True,755,example.org,3719.9359999999997
373,James,Rice,robertgentry@example.org,(443)676-5456,35,South Dianamouth,Central African Republic,Counselling psychologist,37989,2024-05-24,2025-08-23 03:17:08.720972,35,4742.6,Silver,False,Finance,James Rice,131.74,Middle-aged (30-49),True,False,503,example.org,4369.82
374,Michael,Harrell,danielmitchell@example.org,(465)702-3741x6787,49,Shawfurt,Bulgaria,Clinical molecular geneticist,36145,2025-08-09,2025-09-02 21:35:15.984089,22,4707.93,Platinum,False,Operations,Michael Harrell,204.69,Middle-aged (30-49),True,False,61,example.org,3955.551
376,Thomas,Patton,hayneswayne@example.org,592.431.2604,72,Smithborough,Bermuda,Arts development officer,59536,2024-06-13,2025-08-25 20:48:49.303607,19,4287.71,Silver,False,IT,Thomas Patton,214.39,Senior (50+),True,False,483,example.org,3571.397
377,Isabel,Baird,matthewmendoza@example.net,(204)214-5456x35020,53,Jasonfort,Fiji,Training and development officer,84090,2023-11-21,2025-08-15 15:55:09.287894,26,2786.43,Silver,False,Marketing,Isabel Baird,103.2,Senior (50+),True,False,688,example.net,2730.5009999999997
378,Stacy,Cox,daniel08@example.org,455-398-9534x39611,34,New Tanyaborough,Congo,Product designer,56651,2025-07-16,2025-08-12 08:44:51.926218,21,3233.53,Platinum,False,IT,Stacy Cox,146.98,Middle-aged (30-49),True,False,85,example.org,2893.471
380,Tammy,Roberts,bauerheather@example.net,(678)581-2786x8669,30,North Ernest,Cuba,"Therapist, drama",135467,2025-01-30,2025-09-05 11:49:33.803815,48,2937.92,Silver,False,Marketing,Tammy Roberts,59.96,Middle-aged (30-49),True,True,252,example.net,3496.544
382,Cassie,Wood,pottsnicole@example.com,001-226-394-5005x3424,79,Bautistaview,Trinidad and Tobago,Trade mark attorney,127186,2024-10-15,2025-09-03 14:57:51.500834,7,3734.4,Platinum,True,Operations,Cassie Wood,466.8,Senior (50+),True,True,359,example.com,2824.08
384,Jacob,Thomas,psanchez@example.com,382-209-1660,42,East Johnland,Ethiopia,Customer service manager,91112,2025-07-26,2025-08-28 02:34:23.572290,34,3243.61,Gold,False,Sales,Jacob Thomas,92.67,Middle-aged (30-49),True,True,75,example.com,3290.527
387,Sandra,Gillespie,munozgregory@example.net,392-262-4945x14754,34,Port Diana,Ghana,Data scientist,102523,2024-06-20,2025-08-31 18:12:06.257744,37,2895.71,Platinum,False,Marketing,Sandra Gillespie,76.2,Middle-aged (30-49),True,True,476,example.net,3136.997
391,Mariah,Butler,terrytaylor@example.net,001-447-465-7041x200,76,South Marissamouth,Micronesia,Further education lecturer,146570,2025-07-11,2025-08-25 04:10:57.357980,34,4951.62,Bronze,True,IT,Mariah Butler,141.47,Senior (50+),True,True,90,example.net,4486.134
400,Jason,Johnson,onelson@example.org,521-646-1476,43,Port Brian,Ukraine,Phytotherapist,79710,2024-05-16,2025-09-01 17:07:16.323181,24,2763.51,Bronze,True,Operations,Jason Johnson,110.54,Middle-aged (30-49),True,False,511,example.org,2654.4570000000003
401,Franklin,Bailey,iolson@example.net,(365)496-0893,28,Elizabethmouth,American Samoa,Dentist,40837,2025-06-25,2025-09-07 03:11:03.883200,31,4226.65,Gold,True,Finance,Franklin Bailey,132.08,Young (18-29),True,False,106,example.net,3888.6549999999997
403,Michael,Turner,wayne17@example.net,866.755.8685x127,77,New Brooke,Mauritius,Press photographer,39744,2024-06-13,2025-09-04 11:18:01.449519,43,4627.92,Bronze,True,Sales,Michael Turner,105.18,Senior (50+),True,False,483,example.net,4529.544
405,Melissa,Sampson,tammy76@example.net,001-260-853-8444x463,28,North Anthonystad,Tajikistan,"Scientist, physiological",103919,2025-04-30,2025-08-28 02:47:43.187583,15,2833.48,Platinum,False,HR,Melissa Sampson,177.09,Young (18-29),True,True,162,example.net,2433.4359999999997
406,Matthew,Haley,zallen@example.org,+1-860-596-2626x582,66,Lake Lauriehaven,British Indian Ocean Territory (Chagos Archipelago),Technical author,126959,2025-04-04,2025-09-04 09:48:59.643419,8,3952.49,Bronze,False,IT,Matthew Haley,439.17,Senior (50+),True,True,188,example.org,3006.7429999999995
407,Courtney,Green,stacyharris@example.org,8602920981,24,South Cynthia,Slovakia (Slovak Republic),Materials engineer,87290,2024-01-23,2025-08-29 16:39:02.889296,14,4193.37,Gold,False,Sales,Courtney Green,279.56,Young (18-29),True,True,625,example.org,3355.359
