customer_id,first_name,last_name,email,phone,age,city,country,job_title,salary,registration_date,last_login,orders_count,total_spent,customer_segment,is_active,department
250,Jeffrey,Pennington,robinvillanueva@example.com,3079806867,78,Allenside,Sao Tome and Principe,"Administrator, charities/voluntary organisations",104766,2025-01-27,2025-08-22 07:35:58.065071,28,2308.4,Gold,False,Finance
251,Jeffery,Howard,deborahdavis@example.com,+1-242-379-9077x26257,51,Barrymouth,Marshall Islands,Amenity horticulturist,84874,2024-04-12,2025-09-01 16:54:49.724414,10,4084.46,Silver,False,IT
252,Helen,Salazar,kristinmiller@example.com,001-408-350-1657x9055,59,East Tina,Dominican Republic,"Solicitor, Scotland",92991,2023-12-01,2025-08-24 11:20:59.061323,23,2772.7,Bronze,True,Sales
253,Sheila,Carpenter,karenhodges@example.com,(348)964-0155x778,23,Shannonstad,South Georgia and the South Sandwich Islands,Brewing technologist,130023,2024-01-24,2025-09-05 15:17:57.519299,10,1363.96,Silver,False,IT
254,Christopher,Myers,keithfrye@example.org,(641)827-2380,78,South Michael,Kenya,Advertising art director,149341,2024-04-09,2025-08-12 00:09:29.126272,14,4083.52,Gold,True,HR
255,Monica,Hall,robert55@example.com,001-488-677-4924,21,South Nathan,France,Art gallery manager,81964,2023-12-26,2025-08-18 15:35:22.231518,32,1869.81,Platinum,True,Sales
256,Stephanie,Montgomery,jennifermitchell@example.org,001-422-531-0592x745,32,Lake Loganstad,Cameroon,Microbiologist,33694,2024-08-01,2025-09-08 09:10:11.039683,20,4654.13,Gold,True,Marketing
257,Amanda,Martinez,sullivanvictor@example.org,952.708.8547x492,20,Lake Timothyton,Burundi,Structural engineer,67601,2023-12-03,2025-08-10 20:41:14.181783,30,3480.36,Silver,False,HR
258,Christina,Robinson,christopher09@example.net,998.334.3018,57,Leemouth,Netherlands,Trade union research officer,30688,2024-09-16,2025-08-11 19:11:19.425097,5,95.02,Silver,True,Finance
259,Elizabeth,Sanders,xwood@example.org,855-847-8137x6742,78,Port Brenda,Benin,Cytogeneticist,125320,2024-02-07,2025-08-24 08:33:21.232976,38,2638.86,Bronze,False,Marketing
260,Mikayla,Hatfield,fitzpatrickbrittany@example.com,406-546-2879,37,Port Patrick,Micronesia,Recycling officer,45970,2023-10-09,2025-09-03 21:43:59.607352,3,1192.2,Platinum,True,IT
261,Mary,Torres,ywalker@example.org,(544)271-4627,71,Port Joshualand,Netherlands Antilles,Medical illustrator,148639,2024-11-06,2025-08-27 02:02:53.336348,31,2983.7,Bronze,True,Operations
262,Miranda,Burton,hmccann@example.com,690.742.9025x72520,27,Fieldsstad,Australia,Horticultural consultant,68177,2024-04-09,2025-08-29 06:52:33.393521,27,7.82,Gold,True,Finance
263,Chase,Lee,kathygeorge@example.org,+1-755-444-5189,44,East Aprilstad,Slovakia (Slovak Republic),Radio producer,54551,2024-07-06,2025-09-06 17:53:15.922563,42,3341.07,Gold,True,Finance
264,Frank,Robinson,mariepope@example.net,+1-788-681-6711x207,52,Donmouth,Tuvalu,"Therapist, speech and language",96496,2024-09-25,2025-09-08 05:18:52.890301,50,4941.66,Bronze,False,HR
265,Gerald,Torres,walkermelissa@example.org,001-834-223-2161x107,20,North Antonio,Palestinian Territory,Scientific laboratory technician,113318,2024-11-15,2025-08-24 04:34:25.429127,24,4905.2,Gold,True,Sales
266,Rebekah,Williams,elizabeth11@example.net,793.725.0124,68,Port Vincent,Saint Lucia,Video editor,38855,2024-03-03,2025-08-27 05:24:14.045856,22,1205.63,Bronze,False,Marketing
267,Cory,Lane,ricejennifer@example.com,(480)913-8759,20,East Maryfurt,Jamaica,"Engineer, site",76176,2024-09-18,2025-08-22 08:17:26.098174,34,1692.74,Silver,False,Operations
268,Kathleen,Edwards,irodriguez@example.com,001-954-580-1571x64794,48,Robertschester,Comoros,Building control surveyor,112802,2025-06-24,2025-09-03 04:35:19.148861,11,4057.49,Bronze,False,IT
269,Sheila,Richardson,lutztravis@example.org,(578)711-2669x1215,36,New Megan,Iraq,Community education officer,56422,2024-02-26,2025-08-22 20:37:17.304343,2,3955.55,Bronze,False,Sales
270,Victor,Hubbard,katelyn65@example.com,+1-496-278-4271x14773,50,Lake Brianland,Luxembourg,Aid worker,82196,2025-08-19,2025-08-21 14:19:48.691327,34,2367.0,Bronze,True,Sales
271,Erin,Hernandez,wolfdonna@example.net,001-277-834-7784x85880,40,South Shannonfurt,Kenya,Psychiatric nurse,143002,2023-10-05,2025-08-15 10:10:48.896481,49,239.02,Gold,False,IT
272,Donna,Chan,travistaylor@example.net,(271)897-8897x7828,69,Troyfurt,Nicaragua,Manufacturing engineer,78237,2025-03-22,2025-08-18 15:37:46.102594,27,4447.43,Platinum,False,Sales
273,Bryan,Garza,marybailey@example.net,001-705-261-6556,80,East Jimmy,Georgia,"Therapist, drama",54486,2023-11-10,2025-08-30 18:11:17.351027,31,3460.34,Gold,False,IT
274,Misty,Wilson,andrewnguyen@example.com,+1-769-386-4079x05696,64,Garciaborough,Guadeloupe,Research scientist (maths),85640,2024-09-10,2025-09-02 01:33:54.910172,5,2153.04,Silver,False,Sales
275,Matthew,Mendez,tara37@example.net,583-344-0496,24,New Matthewland,Montenegro,Set designer,40494,2024-08-21,2025-08-16 09:50:47.899234,20,3304.6,Gold,False,Finance
276,Laura,Pearson,william46@example.net,+1-453-266-4987,63,New Victor,Panama,"Psychologist, sport and exercise",85851,2024-03-22,2025-08-29 06:08:29.122459,10,3448.82,Gold,False,IT
277,Lisa,Farrell,umichael@example.net,8838572324,64,Michelleland,North Macedonia,"Engineer, electronics",144037,2025-05-19,2025-08-18 03:01:38.894295,22,3074.26,Platinum,False,Operations
278,Justin,Martin,richardwilson@example.org,5344778660,80,Derekview,Somalia,Health physicist,133740,2025-01-02,2025-08-15 09:32:37.695151,3,375.21,Platinum,False,Finance
279,Melissa,Stuart,dcasey@example.org,694-916-5162x31981,69,East Carolmouth,Greenland,Television/film/video producer,128290,2025-02-28,2025-09-03 07:02:25.447834,43,799.93,Bronze,True,Finance
280,Julie,Walls,drewthompson@example.com,964.590.7851x586,61,Natashaberg,Guyana,Public relations officer,132408,2025-02-13,2025-09-03 18:13:03.029170,28,173.99,Bronze,True,Operations
281,Andrew,Rasmussen,skinnereileen@example.org,001-234-886-4518x376,41,Kevinbury,French Southern Territories,"Engineer, materials",77467,2025-05-29,2025-08-14 22:11:52.982894,24,4747.34,Bronze,True,Operations
282,Scott,Stewart,rmccormick@example.org,001-777-965-6124x81569,46,Port Brettburgh,Norfolk Island,"Producer, radio",78623,2025-04-09,2025-08-14 04:49:15.042664,23,2219.7,Bronze,True,Finance
283,Richard,Fuller,barbara12@example.org,329.865.7724x29543,41,Hunterfurt,Western Sahara,"Teacher, English as a foreign language",82171,2024-02-20,2025-09-07 13:28:23.090877,20,3247.8,Silver,True,IT
284,Sandra,Holland,rebeccamccann@example.org,320-269-6942x152,65,Ayalamouth,Sweden,"Research officer, trade union",54385,2023-12-04,2025-08-31 12:36:01.141412,31,2588.73,Bronze,False,Sales
285,James,Atkins,keith76@example.org,(939)534-3626x20443,63,Brandimouth,Belize,Administrator,88493,2024-08-16,2025-09-05 06:16:25.487747,13,4981.83,Gold,False,Marketing
286,Terri,Sanders,jennifererickson@example.net,+1-241-218-0053x759,25,Williamfurt,Gabon,Nutritional therapist,47790,2025-01-11,2025-08-14 02:02:45.553624,4,2260.21,Platinum,True,Operations
287,Patricia,Williams,jorgegordon@example.com,921.658.6241x502,79,Saraport,United Kingdom,General practice doctor,140824,2024-11-30,2025-09-01 23:09:37.677889,20,3339.2,Bronze,False,Sales
288,Joseph,Edwards,leslievang@example.org,+1-970-632-0320,72,Lake Tanner,Brazil,"Research officer, trade union",50644,2023-10-08,2025-08-20 19:31:44.141309,45,3547.82,Silver,False,Finance
289,Jenna,Washington,urodriguez@example.org,551-234-2284,32,South Samantha,Egypt,Research scientist (physical sciences),45907,2025-01-15,2025-09-05 17:44:21.073264,12,3960.33,Silver,False,IT
290,Anthony,Maldonado,longbrittany@example.org,720-417-7749x05097,41,Port Brandon,Norway,Heritage manager,102616,2024-05-02,2025-08-11 18:49:10.782171,36,1844.56,Silver,True,IT
291,Chad,Crane,qdavis@example.org,461.303.2664,37,Travischester,Saint Pierre and Miquelon,Insurance claims handler,82187,2025-06-30,2025-08-28 05:21:51.269009,45,3594.35,Platinum,False,Finance
292,Michael,Davis,william77@example.com,249.796.1659x2661,22,Rhodesberg,Venezuela,Research scientist (life sciences),46426,2024-09-28,2025-08-29 12:50:12.214259,20,3211.69,Platinum,False,Operations
293,Christopher,Mcdonald,solomontim@example.org,(343)286-4908,51,New Rogerville,Kyrgyz Republic,"Teacher, adult education",75156,2025-04-25,2025-08-20 18:45:50.191560,8,4389.8,Silver,True,HR
294,Brenda,Mack,wilsondorothy@example.org,(960)616-4597,50,Tammyburgh,Croatia,Electrical engineer,149368,2023-11-05,2025-09-08 14:00:30.598866,3,4156.95,Silver,False,Marketing
295,Jordan,Nunez,aferguson@example.com,702-877-6974,28,Christopherberg,American Samoa,"Engineer, aeronautical",72291,2023-11-29,2025-08-10 14:16:18.558968,45,1127.35,Gold,True,Sales
296,Tara,Trevino,timothythomas@example.org,(983)914-7276x01227,30,Port Shannonbury,Cook Islands,Hospital pharmacist,113238,2024-10-29,2025-09-04 03:11:53.477026,35,1372.26,Gold,True,Finance
297,Brent,Smith,fpetty@example.net,001-998-540-7678,59,New Andrewshire,Germany,Surgeon,52103,2023-10-25,2025-09-05 21:42:21.692383,37,4708.03,Silver,True,Operations
298,Robert,Kennedy,pdean@example.com,760.924.3757x383,57,West Jennifer,Iceland,Pension scheme manager,124454,2025-05-09,2025-08-30 07:28:18.105113,38,1688.1,Bronze,True,IT
299,Jessica,Flynn,christycampbell@example.net,872-923-2971,20,Jimmyside,Australia,Adult nurse,114076,2024-05-28,2025-08-17 22:36:58.358263,49,2883.86,Silver,False,Finance
300,Erica,Thompson,romanmatthew@example.org,+1-431-383-7455x084,58,South Laurenville,Botswana,Tree surgeon,33969,2024-11-27,2025-09-04 20:52:24.167365,31,4444.98,Gold,False,HR
301,Curtis,Hart,jacksondavid@example.org,(524)978-7125x521,33,Hammondtown,Ecuador,Public relations account executive,135472,2024-05-15,2025-08-25 06:27:02.911570,43,2030.46,Platinum,True,Operations
302,Christopher,Watson,qward@example.org,(786)232-6667,21,Thomastown,Saint Barthelemy,"Scientist, forensic",50719,2025-07-29,2025-08-12 15:52:29.132066,28,2078.11,Platinum,True,Sales
303,Leroy,Holden,ryanlong@example.org,+1-429-808-4668x45504,56,Schneiderside,Nigeria,Water engineer,48830,2024-12-28,2025-08-31 01:00:48.742767,20,4307.43,Gold,False,HR
304,Pam,Harrington,trowe@example.org,3856628843,26,Katherineburgh,Angola,Air broker,129701,2025-06-20,2025-08-26 07:35:09.410193,23,2574.9,Bronze,False,Marketing
305,Jonathan,Collier,jessica81@example.net,6542851017,47,Morganbury,Sri Lanka,Television camera operator,46059,2024-10-26,2025-09-05 22:45:30.423345,17,2247.98,Silver,True,IT
306,Courtney,Ferguson,michaelmitchell@example.net,001-526-783-1589,36,Garciachester,Switzerland,Paramedic,80351,2023-11-07,2025-08-11 23:36:49.999235,39,2090.67,Silver,False,Finance
307,Pamela,Alvarez,rmiller@example.net,(498)486-4976x7762,64,Dawsonberg,Romania,Scientific laboratory technician,70988,2025-06-01,2025-08-13 15:50:10.744683,12,3815.61,Platinum,False,HR
308,Jason,Kennedy,sherrywood@example.org,+1-661-715-9408x215,74,Kellytown,Somalia,Customer service manager,70441,2023-12-21,2025-08-27 19:21:50.040802,31,115.88,Platinum,False,Marketing
309,Brandon,Shannon,jason70@example.org,+1-951-706-7949,31,Alvarezberg,Serbia,Corporate investment banker,106460,2024-09-11,2025-08-23 22:42:30.538567,22,243.29,Gold,False,Finance
310,Shannon,Cole,christopher99@example.com,(336)358-0741x2094,74,New Amber,Saudi Arabia,Astronomer,140473,2025-08-08,2025-08-25 18:29:49.822139,41,3362.6,Gold,True,IT
311,Karen,Shaw,martinezsharon@example.org,7438397189,45,South Michelletown,Guam,Press sub,47555,2024-01-18,2025-08-10 20:09:19.589064,16,3637.54,Platinum,False,IT
312,Allison,Reyes,wilsoncory@example.org,222-241-2462x0952,43,Petermouth,Cambodia,Passenger transport manager,36705,2025-06-22,2025-08-17 20:32:49.679650,36,2809.08,Gold,False,IT
313,Shelly,Lam,harriskaren@example.net,978.886.1405,42,South Anthonybury,United States Minor Outlying Islands,Advertising account executive,96093,2024-03-23,2025-09-08 00:32:10.390858,28,3822.02,Gold,True,Marketing
314,Emily,Sanchez,kevinrussell@example.org,+1-283-925-8238x6870,80,Deniseburgh,Afghanistan,Best boy,42672,2025-07-22,2025-08-24 14:00:30.785597,25,1865.99,Gold,False,Marketing
315,Carla,Franco,okidd@example.org,001-384-802-8914,30,Port Donaldside,Fiji,Podiatrist,108966,2024-02-10,2025-08-25 06:18:18.087112,32,2006.94,Bronze,True,IT
316,Laurie,Henson,cynthia74@example.org,+1-455-837-9502x09700,26,Farmerside,Belgium,Careers adviser,123531,2024-10-06,2025-09-05 21:29:11.124481,21,4019.83,Platinum,True,Finance
317,Lisa,Wallace,gomezlisa@example.net,(662)701-7537x030,75,North Lisa,Niue,Immunologist,97568,2025-04-21,2025-08-16 18:03:38.787954,8,1639.83,Gold,True,HR
318,Tina,Coffey,campbellrebecca@example.net,+1-530-436-1498x728,57,New Davidland,Brunei Darussalam,Futures trader,126904,2025-07-22,2025-09-04 18:46:45.461712,19,2968.62,Platinum,False,HR
319,Nicole,Daniel,james08@example.net,987-906-0566x418,70,Zacharyton,Turks and Caicos Islands,Environmental manager,32180,2023-10-13,2025-09-06 16:04:34.746285,23,1656.2,Bronze,False,Finance
320,Amanda,Stewart,flee@example.net,3363133254,37,South Ryantown,Nauru,"Lecturer, higher education",134432,2025-05-15,2025-08-17 12:47:06.043308,46,4360.5,Bronze,False,Sales
321,Thomas,Benjamin,underwoodapril@example.org,299-271-7911,79,Edwardsland,Slovenia,Conference centre manager,115929,2023-10-24,2025-09-03 04:33:11.361335,50,4860.28,Silver,True,Finance
322,Brian,Bishop,rjones@example.org,+1-204-966-1963,48,Marshallchester,Turkmenistan,Web designer,52349,2024-12-04,2025-08-20 07:21:29.902911,33,3145.13,Platinum,True,Operations
323,Sharon,Logan,lholmes@example.org,610-791-9392,33,Olsonmouth,Colombia,Financial manager,34138,2023-12-18,2025-08-11 10:33:55.482959,36,4741.03,Bronze,True,IT
324,David,Silva,larry82@example.org,249.854.5089x2038,46,Jamesborough,Northern Mariana Islands,"Engineer, drilling",71116,2025-04-05,2025-08-20 08:45:06.586159,26,757.16,Silver,False,Finance
325,Elizabeth,Neal,vgreene@example.net,001-259-946-5217,67,North Danielle,Puerto Rico,Event organiser,110147,2024-08-15,2025-08-16 12:17:39.011692,30,4364.09,Bronze,True,Finance
326,Timothy,Tate,lindsay63@example.com,(405)601-5081,31,Leeshire,United States Minor Outlying Islands,Media buyer,103516,2023-10-11,2025-08-11 00:12:29.005924,20,4990.61,Platinum,False,Sales
327,James,Thompson,jennifer58@example.org,(330)724-1026,79,West Stephen,Heard Island and McDonald Islands,Microbiologist,52699,2025-01-04,2025-09-07 08:28:15.270705,29,4560.62,Gold,False,Operations
328,Tiffany,Cuevas,ejohns@example.org,(823)538-6559,67,Port Christinaborough,Timor-Leste,Social worker,143725,2024-04-11,2025-08-14 13:48:09.454116,46,3403.73,Gold,False,Marketing
329,John,Soto,monique89@example.com,717.991.2868,79,Whitestad,Malta,Radiation protection practitioner,62311,2025-02-13,2025-08-24 23:05:04.929683,17,2790.43,Silver,False,Sales
330,Joseph,Morales,clarkpatricia@example.com,663.346.6925,63,Port Christopher,Kenya,"Scientist, physiological",57168,2024-05-23,2025-08-27 15:17:14.086501,44,3524.94,Gold,False,Sales
331,Steven,Oliver,bhayes@example.com,(375)646-0273x415,53,Port Joshuabury,Bolivia,Commissioning editor,134255,2023-10-31,2025-08-11 06:23:49.350434,46,1367.29,Bronze,False,HR
332,James,Gonzalez,john43@example.net,+1-928-440-4456x690,70,Perezborough,Lebanon,Facilities manager,75237,2024-09-20,2025-09-02 16:44:10.288243,49,4023.08,Gold,True,Sales
333,Katherine,Sharp,fpeterson@example.com,466.437.7805,79,Sherrytown,Luxembourg,Marine scientist,123603,2024-05-14,2025-08-22 16:37:13.842587,5,1731.82,Platinum,False,Operations
334,Gina,Powell,mark09@example.org,(525)899-9966,48,New Paulfort,Botswana,Land/geomatics surveyor,58047,2024-10-29,2025-08-23 15:56:23.566374,12,4139.76,Gold,False,Marketing
335,Patricia,Davis,leonardgregory@example.net,+1-370-923-1643x348,24,West Aprilburgh,Greece,Paediatric nurse,110698,2024-06-20,2025-09-08 19:20:34.560009,47,2934.15,Silver,True,Operations
336,David,Barnes,pricerebecca@example.org,(534)967-2994,75,Jamesberg,Kiribati,Bonds trader,99604,2025-05-03,2025-08-28 06:19:31.569879,14,3189.72,Bronze,True,HR
337,John,Murphy,kstevens@example.org,001-814-975-4692x6329,39,Bartlettburgh,Qatar,"Teacher, adult education",124025,2023-11-17,2025-08-31 01:51:31.209797,30,502.72,Silver,True,Finance
338,Bradley,Mcclure,joshuafuller@example.com,+1-413-676-8151x18567,80,New Bradley,Anguilla,"Buyer, industrial",50701,2024-12-19,2025-08-30 09:16:56.396319,26,3264.46,Platinum,False,Operations
339,Steven,Cooper,zfoley@example.org,3415257771,30,Taylorview,Tajikistan,"Designer, television/film set",129078,2024-01-11,2025-08-10 15:50:31.402870,18,1605.84,Bronze,True,Operations
340,Craig,Phillips,qjackson@example.org,+1-842-675-2308x37081,54,Williamstown,Australia,Multimedia programmer,60437,2025-03-22,2025-09-06 23:35:06.871567,34,3693.43,Bronze,True,HR
341,Nicholas,Allen,smithanthony@example.org,531-531-2206x81558,74,Mcmillanville,Djibouti,"Engineer, production",139786,2023-11-25,2025-08-19 19:39:33.410005,11,4669.61,Bronze,False,HR
342,Alexis,Valdez,pricestephen@example.org,+1-449-650-1364x97189,29,New Markfurt,Philippines,Contracting civil engineer,128173,2024-05-08,2025-08-29 04:17:20.146760,18,4383.72,Bronze,False,Finance
343,Nicole,Stewart,bjones@example.net,001-276-383-8903,56,Joelchester,Saudi Arabia,Financial planner,44064,2024-12-05,2025-08-11 21:58:44.458923,21,1422.81,Platinum,True,Finance
344,Nicholas,Phillips,nicholasmay@example.org,001-797-752-4508x6403,47,East Amber,United States of America,Fish farm manager,65761,2025-04-16,2025-08-31 00:09:16.701588,12,4044.07,Gold,True,Operations
345,Jeffrey,Salas,isaiah01@example.com,530-523-2129,47,South Jessicaport,Chad,"Engineer, civil (consulting)",114972,2024-03-06,2025-08-15 09:52:04.828694,16,3592.99,Bronze,False,Sales
346,John,Mitchell,mfaulkner@example.com,915.266.2776x8962,54,Simmonsland,Senegal,Hydrologist,118395,2024-11-17,2025-08-14 16:50:58.253526,48,965.81,Platinum,False,Finance
347,Jessica,Scott,storres@example.com,+1-597-215-2732,38,Port Vincentstad,Liechtenstein,Ophthalmologist,41368,2025-07-16,2025-09-07 07:50:22.681804,25,3346.28,Silver,True,HR
348,Tara,Brooks,lparker@example.org,(801)869-2364x58750,38,East Tim,Uruguay,Medical illustrator,62512,2024-12-13,2025-08-30 09:51:39.152018,0,1303.93,Silver,False,Sales
349,Heidi,Brewer,catherine24@example.org,+1-892-401-1669x183,79,Kingport,Macao,Site engineer,73204,2025-01-02,2025-08-21 14:26:32.078039,19,2912.3,Bronze,False,Operations
350,Kyle,Jenkins,rodriguezashley@example.com,(343)364-0270,41,Warrenport,Saint Martin,Plant breeder/geneticist,120802,2024-01-11,2025-08-21 08:35:00.399569,15,310.62,Bronze,False,Sales
351,Jane,Gonzalez,waynerodriguez@example.net,323.402.3467,28,West Christopherville,Falkland Islands (Malvinas),Bonds trader,83138,2024-05-16,2025-08-27 16:29:59.469097,43,2512.6,Gold,True,Operations
352,Timothy,Chambers,smithjoseph@example.org,+1-890-713-8069x84775,76,Evelynmouth,Germany,Film/video editor,68671,2025-07-27,2025-08-30 01:41:26.915563,23,3073.13,Silver,True,HR
353,Nicholas,Brown,morgan10@example.com,001-962-809-1843x579,27,North Valerie,Western Sahara,IT technical support officer,89634,2023-09-21,2025-08-20 22:10:56.946651,47,4944.19,Gold,False,Operations
354,Brandon,Aguirre,erica39@example.com,(291)456-7164x9328,53,Roblesport,Syrian Arab Republic,Sports therapist,149642,2025-08-30,2025-08-24 02:55:57.493503,30,3786.75,Silver,True,Operations
355,Peggy,Friedman,pbates@example.org,621.516.0256,66,Elizabethville,Papua New Guinea,Copy,108094,2025-07-14,2025-08-29 02:59:20.910124,50,409.35,Platinum,False,IT
356,Travis,Pope,monica99@example.org,+1-356-768-6334x1411,76,Lake Sheri,Montserrat,Mental health nurse,103946,2023-12-11,2025-08-19 12:27:44.979004,7,308.79,Silver,True,Marketing
357,Omar,Mclaughlin,bryan83@example.com,(455)628-9931x60875,38,South Erin,Cameroon,Tourist information centre manager,141999,2024-04-03,2025-09-01 12:43:03.342054,33,2209.2,Silver,False,IT
358,Melinda,Carey,georgekyle@example.net,749-473-7460,75,Port Jessica,Sudan,Equality and diversity officer,96895,2025-02-01,2025-08-11 16:40:55.860565,28,4043.46,Platinum,True,Finance
359,Michelle,White,tluna@example.net,(808)365-6756,44,Justinborough,Reunion,Sports therapist,89873,2024-06-22,2025-08-14 01:04:58.571447,36,288.68,Platinum,False,Operations
360,Karen,Carpenter,hornjenna@example.com,+1-329-427-7423x3305,19,Clementschester,Philippines,Dispensing optician,81897,2025-07-16,2025-08-12 23:59:19.721093,16,4082.27,Silver,True,IT
361,Terri,White,wilsonzachary@example.com,001-962-663-0136,45,Lake Julie,Singapore,Chartered public finance accountant,75158,2025-03-30,2025-09-05 01:33:33.886282,44,318.8,Bronze,True,HR
362,Debra,Hill,hrichardson@example.org,917-683-0999,20,Port Brittanyfurt,Liberia,Politician's assistant,67629,2024-04-14,2025-08-13 21:00:16.845911,26,899.91,Silver,False,Sales
363,Mark,Reeves,richardhaynes@example.com,+1-588-371-8981,75,Port Carol,Cocos (Keeling) Islands,"Accountant, chartered public finance",80132,2024-10-18,2025-09-03 03:12:13.622998,28,4348.1,Platinum,False,IT
364,David,Anderson,denisemiller@example.com,001-601-918-4582x60340,61,New Tracy,Germany,"Scientist, research (medical)",116742,2025-07-05,2025-09-09 00:31:42.243742,34,664.95,Gold,True,Marketing
365,Catherine,Dixon,batesbradley@example.org,724.632.9839,52,Lake Cindy,Belarus,Statistician,81518,2024-03-13,2025-08-21 13:43:03.755457,33,636.74,Silver,True,IT
366,Rebecca,Ross,duffyerica@example.net,(483)814-3598,80,West Victoria,Jordan,Museum education officer,69107,2023-09-27,2025-08-28 05:25:53.983274,29,3367.5,Platinum,False,Marketing
367,Chris,Martinez,suttonrichard@example.com,+1-315-354-2340x1636,33,New Jessica,Gambia,Theatre stage manager,90375,2025-05-01,2025-08-24 19:21:35.411528,22,775.61,Silver,True,IT
368,Allison,Graves,andrea91@example.org,(956)425-8896,69,Alberthaven,Rwanda,"Designer, furniture",116533,2025-01-01,2025-08-14 09:33:25.009341,26,3074.62,Bronze,True,Marketing
369,Ashley,Adams,jasmine39@example.com,001-672-375-7844x683,22,Richardmouth,Tanzania,Chemical engineer,43224,2024-12-15,2025-08-12 10:03:12.806707,38,167.88,Bronze,True,Operations
370,John,Davis,millerjustin@example.com,8682277881,20,Port Julie,Rwanda,"Physicist, medical",82725,2025-02-03,2025-09-01 14:35:43.332998,28,1171.7,Silver,True,Marketing
371,John,Stevenson,lawsontami@example.net,001-783-321-5285x06762,50,Robinbury,Switzerland,"Solicitor, Scotland",67914,2025-05-22,2025-09-04 20:27:17.571707,14,4078.93,Gold,False,Marketing
372,Kelly,Webb,jason96@example.org,780-379-7050x9754,37,West Pamelaburgh,Iran,Marine scientist,144852,2023-09-15,2025-08-23 01:00:47.492903,9,4928.48,Silver,False,Sales
373,James,Rice,robertgentry@example.org,(443)676-5456,35,South Dianamouth,Central African Republic,Counselling psychologist,37989,2024-05-24,2025-08-23 03:17:08.720972,35,4742.6,Silver,False,Finance
374,Michael,Harrell,danielmitchell@example.org,(465)702-3741x6787,49,Shawfurt,Bulgaria,Clinical molecular geneticist,36145,2025-08-09,2025-09-02 21:35:15.984089,22,4707.93,Platinum,False,Operations
375,David,Cooper,saundersjoel@example.net,469-506-7447x16392,44,Katieview,Reunion,Firefighter,83511,2025-01-08,2025-08-22 23:49:43.940050,9,1499.44,Silver,False,Marketing
376,Thomas,Patton,hayneswayne@example.org,592.431.2604,72,Smithborough,Bermuda,Arts development officer,59536,2024-06-13,2025-08-25 20:48:49.303607,19,4287.71,Silver,False,IT
377,Isabel,Baird,matthewmendoza@example.net,(204)214-5456x35020,53,Jasonfort,Fiji,Training and development officer,84090,2023-11-21,2025-08-15 15:55:09.287894,26,2786.43,Silver,False,Marketing
378,Stacy,Cox,daniel08@example.org,455-398-9534x39611,34,New Tanyaborough,Congo,Product designer,56651,2025-07-16,2025-08-12 08:44:51.926218,21,3233.53,Platinum,False,IT
379,Amy,Cooper,mmayo@example.net,001-820-323-6848x5571,52,Barneshaven,Somalia,Advertising copywriter,124972,2024-01-09,2025-08-18 08:13:17.276842,12,257.68,Platinum,True,IT
380,Tammy,Roberts,bauerheather@example.net,(678)581-2786x8669,30,North Ernest,Cuba,"Therapist, drama",135467,2025-01-30,2025-09-05 11:49:33.803815,48,2937.92,Silver,False,Marketing
381,Krystal,Gibson,kevin34@example.net,481-623-0834x024,73,Lake Tinaborough,Martinique,Commercial art gallery manager,148886,2023-09-10,2025-08-20 13:00:25.241867,21,1515.94,Bronze,True,Marketing
382,Cassie,Wood,pottsnicole@example.com,001-226-394-5005x3424,79,Bautistaview,Trinidad and Tobago,Trade mark attorney,127186,2024-10-15,2025-09-03 14:57:51.500834,7,3734.4,Platinum,True,Operations
383,Jeffrey,Adams,omoore@example.net,001-965-427-1727x2239,56,Andrewburgh,Turks and Caicos Islands,"Editor, film/video",122244,2025-04-28,2025-08-30 17:44:18.811438,13,1983.16,Silver,False,Sales
384,Jacob,Thomas,psanchez@example.com,382-209-1660,42,East Johnland,Ethiopia,Customer service manager,91112,2025-07-26,2025-08-28 02:34:23.572290,34,3243.61,Gold,False,Sales
385,Laura,Smith,danielsloretta@example.net,932-479-7245,50,North Amy,Ethiopia,Speech and language therapist,145711,2023-12-07,2025-09-03 20:46:49.344583,31,2330.02,Platinum,False,Marketing
386,Curtis,Phillips,othomas@example.org,966.425.4361,41,East Cristianport,Guinea-Bissau,Camera operator,71015,2024-12-02,2025-08-13 16:02:49.715408,26,228.58,Silver,True,IT
387,Sandra,Gillespie,munozgregory@example.net,392-262-4945x14754,34,Port Diana,Ghana,Data scientist,102523,2024-06-20,2025-08-31 18:12:06.257744,37,2895.71,Platinum,False,Marketing
388,Kristen,Mendoza,wilsonronald@example.net,821-752-2655x767,30,Port Sherry,Uruguay,Financial trader,73236,2024-06-15,2025-08-26 14:21:31.364212,14,1899.2,Silver,False,Finance
389,Amber,Vasquez,patrickcarpenter@example.com,293.713.5030x58721,59,Melindaberg,French Polynesia,Psychiatrist,119764,2023-12-23,2025-09-04 17:13:09.237711,21,1286.63,Platinum,False,HR
390,Teresa,Durham,jasonwalker@example.net,(312)960-6501,28,North Dylan,Cambodia,Careers information officer,126045,2024-03-06,2025-08-10 11:49:06.198874,50,1760.88,Silver,False,Marketing
391,Mariah,Butler,terrytaylor@example.net,001-447-465-7041x200,76,South Marissamouth,Micronesia,Further education lecturer,146570,2025-07-11,2025-08-25 04:10:57.357980,34,4951.62,Bronze,True,IT
